1 160
1 21 5 -45.5905 -9.34531 -53.7126 71.0695
2 21 -5 -167.349 -141.773 20.6677 220.301
3 21 12 144.76 78.0206 340.993 378.575
4 21 -11 68.1795 73.0981 105.676 145.462
5 1 12 150.021 72.6409 351.05 388.612
6 1 -11 70.117 71.6529 110.586 149.264
7 1 -2212 0.312517 0.463744 -5.43442 5.5431
8 1 2112 0.275181 -0.434668 -8.95745 9.02128
9 1 -211 0.0347963 -0.601966 2.5475 2.62161
10 1 211 -0.162279 -0.428666 3.34717 3.38129
11 1 -211 0.370579 -0.357014 9.19723 9.21267
12 1 -211 -0.0526147 -0.436228 -0.127085 0.478219
13 1 -211 -11.8745 -8.43268 2.11178 14.7171
14 1 211 -1.35667 -1.11492 -0.209764 1.774
15 1 -211 0.0116922 0.096934 -0.868606 0.88515
16 1 2212 0.0654929 -0.297964 -4.60341 4.70795
17 1 211 0.0795721 0.483683 0.0796697 0.515857
18 1 -211 -0.749902 0.397492 0.216599 0.886988
19 1 -211 -1.05249 0.736381 1.49861 1.97871
20 1 211 -0.44706 -0.502835 -0.065315 0.690255
21 1 321 -0.404248 0.750089 0.972384 1.38394
22 1 -211 -0.683889 1.42364 3.82111 4.13701
23 1 2112 -9.45382 -1.94567 -9.75061 13.752
24 1 321 0.915479 -0.22111 24.5296 24.5526
25 1 -211 -0.0110182 0.0153155 1.05897 1.0683
26 1 211 -1.72077 0.871501 1.01515 2.18417
27 1 211 0.511228 -0.290011 19.6084 19.6177
28 1 211 -0.436544 0.0603599 0.166191 0.491237
29 1 211 -1.00905 -0.203017 -1.06251 1.48586
30 1 -2112 -0.330807 -0.406119 -8.01039 8.0823
31 1 -211 0.00873746 -0.068168 -0.203326 0.256017
32 1 22 1.67246 0.149941 -9.05182 9.20625
33 1 22 0.262522 0.0459399 -1.19156 1.221
34 1 -211 0.136046 0.359103 3.8606 3.88216
35 1 211 0.342696 0.0204297 6.28886 6.29977
36 1 -211 -4.59895 -4.11456 0.691956 6.21114
37 1 211 -4.21532 -3.63847 0.936191 5.6483
38 1 211 -1.42492 -0.296892 -1.37534 2.00738
39 1 211 -1.72222 -1.17188 -6.21007 6.55162
40 1 211 -0.407302 -0.223076 0.815535 0.948808
41 1 -211 0.268204 0.390186 1.99725 2.05734
42 1 211 -0.505052 0.117683 -6.65964 6.68125
43 1 211 -2.79709 -0.244865 -3.68518 4.63505
44 1 211 -19.2903 -15.5739 2.18427 24.8888
45 1 211 -18.3421 -14.8507 1.6484 23.6582
46 1 211 -0.34247 -0.320799 -0.0592321 0.493139
47 1 -211 -2.02606 -3.27086 0.777595 3.9278
48 1 211 -0.0423063 -0.201256 0.0142427 0.24895
49 1 -211 -0.470356 -0.560108 -1.07255 1.30568
50 1 321 -0.120077 0.201635 -14.2885 14.2989
51 1 -211 0.340294 0.169761 -19.3694 19.3736
52 1 -2212 -6.61072 -0.842718 -7.91036 10.3859
53 1 -211 0.303348 0.169965 -14.1356 14.1406
54 1 211 -0.481957 -0.114505 16.1522 16.1604
55 1 -211 0.0282812 -0.085862 3.86603 3.8696
56 1 211 -0.0865255 -0.0428699 0.66734 0.688583
57 1 -211 0.0993212 0.240841 3.63291 3.64491
58 1 211 -0.562569 -0.132614 -1.26486 1.39765
59 1 -211 -0.140166 0.153275 -0.216471 0.330877
60 1 22 0.0435889 -0.459869 -1.29138 1.37151
61 1 22 -0.0479688 -0.312111 -0.671669 0.742195
62 1 22 -0.0935431 -0.116694 -0.435329 0.460304
63 1 22 0.0347935 0.00507073 -0.098102 0.104213
64 1 22 -0.0384443 -0.0470749 -0.0566416 0.0830799
65 1 22 -0.364828 -0.565106 -1.39974 1.55297
66 1 22 -0.227247 -0.232677 -0.478701 0.578735
67 1 22 -0.131213 -0.0186741 -0.216578 0.253913
68 1 22 -0.0152272 -0.0489033 -0.320465 0.324532
69 1 22 -0.0855035 -0.102682 -0.174068 0.219441
70 1 22 -0.323658 0.0528099 0.0741183 0.33621
71 1 22 -0.753216 0.173842 0.388458 0.865132
72 1 -321 -2.89858 -3.39293 0.147401 4.49212
73 1 211 -3.25437 -3.52574 -1.62375 5.06733
74 1 22 -0.142294 0.0507783 -0.179233 0.234415
75 1 22 -0.146645 -0.0782912 -0.273237 0.319832
76 1 22 -0.0688054 0.215084 -0.00503125 0.225878
77 1 22 0.0347552 0.0735199 0.0555975 0.0985098
78 1 -211 0.0242214 0.261469 11.2194 11.2233
79 1 22 0.455884 -0.0619854 16.1396 16.1462
80 1 22 0.533438 -0.137041 24.5889 24.5951
81 1 211 0.202282 0.222341 -4.53753 4.54962
82 1 -211 -0.199027 0.117924 -4.22097 4.2296
83 1 211 -2.00831 0.774728 1.72126 2.75967
84 1 -211 -0.417949 0.23372 0.641984 0.812975
85 1 22 -0.460169 0.350136 0.462938 0.740718
86 1 22 -1.07536 0.577469 1.02764 1.59559
87 1 211 -2.18884 -0.781869 -2.42183 3.35962
88 1 -211 -0.610572 -0.409437 -1.04005 1.28126
89 1 22 -0.449323 -0.305512 -0.503576 0.740822
90 1 22 -0.532971 -0.21172 -0.453375 0.731049
91 1 22 -0.327505 -0.0544117 -0.0781016 0.341057
92 1 22 -0.33934 0.073334 -0.12934 0.370484
93 1 -211 -0.897681 -0.77799 -0.447542 1.27706
94 1 22 -0.0587525 -0.561016 0.0866544 0.570701
95 1 22 -0.0520859 -0.128044 -0.0331744 0.142157
96 1 22 0.134636 -0.0296543 -0.371758 0.396497
97 1 22 1.12201 0.129885 -2.77124 2.99259
98 1 22 0.144501 -0.188318 -0.945556 0.974895
99 1 22 0.105258 -0.121999 -0.312356 0.351468
100 1 211 -0.0901616 -0.219236 5.71531 5.72192
101 1 22 -0.0446121 0.0813925 2.69993 2.70152
102 1 22 -0.164929 0.153218 2.79103 2.80009
103 1 22 0.11863 0.0293326 2.0493 2.05294
104 1 22 0.0710107 0.129188 4.49421 4.49663
105 1 22 0.493003 -0.0803136 12.3264 12.3365
106 1 22 0.606058 -0.161673 19.2785 19.2887
107 1 211 0.508148 -0.0466737 20.664 20.6708
108 1 -211 0.126865 -0.0237834 2.96987 2.97595
109 1 22 0.780677 -0.0274204 16.207 16.2258
110 1 22 0.219148 0.0491796 5.67264 5.67708
111 1 22 -0.138978 0.0622005 0.431887 0.457941
112 1 22 -0.337756 -0.0576086 1.08741 1.14011
113 1 130 -0.603669 0.706844 2.37505 2.59857
114 1 -211 -4.47675 -3.60292 0.548517 5.77431
115 1 211 -13.504 -11.6762 0.623851 17.8634
116 1 130 -6.82468 -5.89589 0.196557 9.0346
117 1 22 -0.514414 -0.302339 0.0106163 0.596777
118 1 22 -2.0366 -1.26615 0.307307 2.41771
119 1 22 -0.0336177 0.0166703 -0.0867531 0.0945206
120 1 -14 0.325002 -0.00978088 -0.342798 0.472475
121 1 13 -5.43434 -1.80514 -4.767 7.45157
122 1 22 -0.266656 -0.0630964 -0.386511 0.47379
123 1 -321 -0.875316 0.466898 -1.47255 1.8429
124 1 211 -0.282392 -0.0458274 -0.0528902 0.32268
125 1 22 -0.570272 -0.00999172 -0.33539 0.661662
126 1 22 -0.150228 0.044847 -0.158358 0.222838
